Word,Definition
종합토지세(綜合土地稅),"종합토지세(綜合土地稅) 종합토지세는 지방세법에 의거 시ㆍ군내에 소재하는 모든 토지에 대하여 부과한다. 납세의무자는 과세기준일(매년 6월 1일) 현재의 토지의 사실상 소유자이며, 과세표준은 시가표준액으로 한다. 세율은 종합합산과세표준ㆍ별도합산과세표준ㆍ분리과세표준에 따라 각각 적용된..."
"주거지역(住居地域, residential district = residential area)","주거지역(住居地域, residential district = residential area) 도시계획법에서는 주거지역을 거주의 안녕과 건전한 생활환경의 보호를 위하여 필요한 지역으로 정의하고 있다(도시계획법 제32조제1호). 주거지역은 다음과 같이 구분된다(도시계획법시행령 제29조제1호). 
 
가. 전용주거지역 : ..."
주거환경개선지구(住居環境改善地區),주거환경개선지구(住居環境改善地區) 주거환경개선지구라 함은 도시계획구역안으로서 노후불량건축물이 밀집된 지역 또는 공공시설의 정비상태가 불량하여 주거환경이 열악한 지역으로서 주거환경개선의 촉진을 위하여 도시저소득주민의주거환경개선을위한임시조치법 제3조의 규정에 의하여 지정된 지...
주거환경우수주택(住居環境優秀住宅),주거환경우수주택(住居環境優秀住宅) 건설교통부는 공동주택 단지의 환경요소를 종합적으로 검토하여 환경친화성이 높은 주택단지에 인증을 부여함으로써 건강하고 쾌적한 주거단지 건설과 주거수준의 질적향상을 유도하기 위해 2000년 10월부터 주거환경 우수주택 시범인증을 실시한다. 주거환경...
"주곡선(主曲線, intermediate contour)","주곡선(主曲線, intermediate contour) 주곡선이란 지형도 등에서 지형을 표시하는데 기본이 되는 등고선으로, 1/50,000 지도에서는 20m간격마다 실선으로 표시된다."
주물(主物),"주물(主物) 주물이란 종물에 상대되는 개념으로, 종물이라 함은 물건의 소유자가 그 물건(주물)의 상용에 공하기 위하여 자기 소유인 다른 물건을 이에 부속하게 한때에, 그 다른 물건을 의미하며, 종물이란 종물이 부속되는 물건을 의미한다. 예를 들어 주택과 주택에 부착된 창문의 경..."
주민공동시설(住民共同施設),주민공동시설(住民共同施設) 주민공동시설이라 함은 당해 공동주택의 거주자가 공동으로 관리하는 시설로서 주민운동시설ㆍ청소년수련시설ㆍ주민휴게시설ㆍ도서실ㆍ독서실ㆍ입주자집회소 기타 거주자의 취미활동이나 가정의례 또는 주민봉사활동 등에 사용할 수 있는 시설을 말한다(주택건설기준등에관...
주민세(住民稅),주민세(住民稅) 주민세 소득할은 소득세ㆍ법인세 또는 농지세의 각 납세지(納稅地)를 관할하는 시ㆍ군에서 부과한다(지방세법 제175조3항). 주민세 소득할의 납세의무자는 시ㆍ군내에서 소득세ㆍ법인세ㆍ농지세의 납세의무가 있는 개인과 법인으로 한다(지방세법 제173조2항). 주민세 과세표준은 소득...
"주식회사(株式會社, company limited by shares, stock corporation)","주식회사(株式會社, company limited by shares, stock corporation) 주식회사는 사원(주주)의 지위가 균등한 비율적 단위로 세분화된 형식(주식)을 가지고, 사원은 주식의 인수가액(引受價額)을 한도로 회사에 대하여 출자의무를 부담할 뿐, 회사채무자에 대하여 아무런 책임을 지지 않는 회..."
주요구조부(主要構造部),"주요구조부(主要構造部) 주요구조부라 함은 내력벽(耐力壁)ㆍ기둥ㆍ바닥ㆍ보ㆍ지붕틀 및 주계단(主階段)을 말한다. 다만, 사이기둥ㆍ최하층바닥ㆍ작은보ㆍ차양ㆍ옥외 계단 기타 이와 유사한 것으로 건축물의 구조상 중요하지 아니한 부분을 제외한다(건축법 제2조제6호)."
주차장(駐車場),주차장(駐車場) 주차할 수 있는 장소 또는 시설을 말한다. 주차장법상 주차장은 노상주차장과 노외 주차장으로 나뉜다.
"주택(住宅, housing unit)","주택(住宅, housing unit) 주택이라 함은 한 세대(世帶)의 세대원이 장기간 독립된 주거생활을 영위할 수 있는 구조로 된 건축물(이에 부속되는 일단의 토지를 포함한다) 또는 건축물의 일부를 말하며, 이를 단독주택과 공동주택으로 구분한다(주택건설촉진법 제3조). 인구주택총조사시 사용되..."
주택단지(住宅團地),"주택단지(住宅團地) 주택단지라 함은 주택건설촉진법 제33조의 규정에 의한 사업계획의 승인을 얻어 주택과 부대시설 및 복리시설을 건설하거나 설치하는 일단의 토지를 말한다. 다만, 철도ㆍ고속도로ㆍ자동차전용도로ㆍ기간도로ㆍ폭 20미터이상인 일반도로 기타 이와 유사한 시설로 분리된 토지..."
"주택보급률(住宅普及率, diffusion ratio of house)","주택보급률(住宅普及率, diffusion ratio of house) 일반가구수(총 가구에서 단독가구, 집단가구, 외국인 가구를 제외한 가구수)에 대한 현존 주택수의 백분율을 말한다."
주택상환사채(住宅償還社債),"주택상환사채(住宅償還社債) 주택건설촉진법 제27조의 규정에 의거 주택건설업체가 주택건설에 필요한 자금을 마련하기 위하여 장차 건설될 주택의 분양을 희망하는 자를 대상으로 발행하는 사채를 말한다. 발행조건에 따라 사채매입자에게 사채발행기간 중 일정률의 이자를 지급하며, 상환기일..."
주택임대차보호법(住宅賃貸借保護法),주택임대차보호법(住宅賃貸借保護法) 주택임대차보호법이라 함은 주택의 임대차에 관한 민법에 대한 특례를 규정함으로써 임대인을 보호하고 국민의 주거생활의 안정을 보장함을 목적으로 하여 제정된 법률이다(1981. 3. 5. 법률 제3379호). 이 법률은 사실상 주택에 대한 채권적 전세나 임대...
주택임대차신용보험(住宅賃貸借信用保險),주택임대차신용보험(住宅賃貸借信用保險) 주택의 전세세입자가 전세기간중에 임차물건의 경매등 사유로 전세금을 돌려받지 못하거나 전세계약의 만기가 됐는데도 전세금을 반환받지 못할 때 이를 보상받기 위해 가입하는 보험으로 서울보증보험회사에서 취급하고 있다. 이 보험은 집주인이 주택...
주택재개발구역(住宅再開發區域),주택재개발구역(住宅再開發區域) 주택재개발구역이란 주택재개발사업을 시행하기 위하여 도시계획으로 지정ㆍ고시된 구역을 말한다(법 제2조제1호). 주택재개발구역 안에 계획ㆍ결정되는 공공시설 및 건축기준은 당해 구역의 개발방향을 제시하고 사업시행계획의 기준이 된다. 주택재개발구역의 지정...
주택재개발사업(住宅再開發事業),"주택재개발사업(住宅再開發事業) 도시 내에 낡고 오래된 주택이 밀집되어 주거생활이 불편하고, 도로ㆍ상하수도 시설이 불량한 지역을 재개발구역으로 지정하여 도로ㆍ상하수도ㆍ공원 등 공공시설을 정비하고 낡은 주택은 헐고 새로 건축하는 등 주거환경을 개선하는 도시계획사업을 말한다. 주..."
주택저당증권(住宅抵當證券),주택저당증권(住宅抵當證券) 주택저당증권이라 함은 주택저당채권을 기초로 하여 발행하는 수익증권을 말한다(주택저당채권유동화회사법 제2조제4호).
주택저당채권(住宅抵當債權),주택저당채권(住宅抵當債權) 주택저당채권이라 함은 주택건설촉진법 제3조의 규정에 의한 주택의 구입 또는 건축에 소요된 대출자금(주택의 구입 및 건축에 소요된 자금을 보전하기 위한 대출자금을 포함한다)과 이 자금의 상환을 위한 대출자금에 대한 채권으로서 당해 주택에 설정된 저당권...
주택저당채권담보부채권(住宅抵當債權擔保附債券),주택저당채권담보부채권(住宅抵當債權擔保附債券) 주택저당채권담보부채권이라 함은 주택저당채권을 담보로 하여 발행하는 채권을 말한다(주택저당채권유동화회사법 제2조제3호).
주택저당채권유동화회사(住宅抵當債權流動化會社),주택저당채권유동화회사(住宅抵當債權流動化會社) 주택저당채권유동화회사라 함은 주택저당채권유동화회사법 제3조의 규정에 의하여 채권유동화업무의 인가를 받은 자를 말한다(주택저당채권유동화회사법 제2조제7호).
주택조합(住宅組合),"주택조합(住宅組合) 주택건설촉진법상의 용어. 동일 또는 인접한 시(서울 및 직할시 포함)ㆍ군에 거주하는 주택이 없는 서민이 주택을 마련하기 위하여 설립한 조합인 지역조합과, 동일한 직장에 근무하는 주택이 없는 근로자가 주택을 마련하기 위하여 설립한 조합인 직장조합 및 주택건설..."
준공업지역(準工業地域),"준공업지역(準工業地域) 도시계획구역중 하나인 준공업지역은 공업의 편익증진을 위하여 필요한 공업지역중 경공업 기타 공업을 수용하되, 주거ㆍ상업ㆍ업무기능의 보완이 필요한 지역을 의미한다(도시계획법시행령 제29조제3호). 준공업지역에서의 건폐율은70퍼센트이하(산업입지및개발에관한법률 제2조..."
준농림지역(準農林地域),"준농림지역(準農林地域) 국토이용관리법에서 준농림지역이란 농업진흥지역외의 지역의 농지 및 준보전임지등으로서 농림업의 진흥과 산림보전을 위하여 이용하되, 개발용도로도 이용할 수 있는 지역을 말한다(국토이용관리법 제6조제4호). 준농림지역 안에서는 환경오염의 우려가 있거나 부지가 일..."
준도시지역(準都市地域),"준도시지역(準都市地域) 국토이용관리법에서 준도시지역이란 도시지역에 준하여 토지의 이용과 개발이 필요한 주민의 집단적 생활근거지, 국민여가선용과 관광휴양을 위한 체육 및 관광휴양시설용지, 농공단지, 집단묘지 기타 각종 시설용지등으로 이용되고 있거나 이용될 지역을 말한다(국토이용..."
준물권행위(準物權行爲),"준물권행위(準物權行爲) 준물권행위라 함은 물권 이외의 권리의 발생, 변경, 소멸을 직접 가져오게 하고 후에 이행의 문제를 남기지 않는 것을 말한다. 예를 들면 채권양도나 채무면제 등이 포함된다. 단순히 당사자간에 권리 변동을 일으키는 채권ㆍ채무를 발생시키는 것이 아니라는 점에..."
준법률행위(準法律行爲),준법률행위(準法律行爲) 법률질서를 유지하기 위하여 당사자의 의사와는 관계없이 법률에 의하여 일정한 법률효과가 부여되는 자의 행위를 말한다. 사람의 의사표시에 효과의사가 따르지 않으며 법률적 행위라고도 한다. 준법률행위는 의욕하였기 때문에 법률효과가 생긴다는 의사표시를 요소로...
